,Men_log,Hispanic_scale,White_scale,Black_scale,Native_scale,Asian_scale,Pacific_scale,Construction_log,Production_log,Drive_boxcox,Carpool_boxcox,Walk_boxcox,OtherTransp_boxcox,Income_log,IncomeErr_log,Poverty_log,MeanCommute_scale
Kansas-Labette,9.247443459927686,-0.34886084722202326,0.4305058861033831,-0.3688122320216658,-0.09976702349375643,-0.35289968274872335,-0.11258977713575608,2.302585092994046,3.0155349008501706,21336342464.521557,3.9196935995923896,1.1217858086574126,0.46767368991005126,10.63197774536807,7.664815785285735,2.8791984572980396,-1.2462966774251558
Kansas-Lane,6.705639094860003,-0.25529793415888224,0.7401529735335964,-0.5789418205966083,-0.19629227178964304,-0.46685244833746076,-0.11258977713575608,2.9338568698359038,1.9315214116032138,19818788230.263004,3.6940210201053354,1.187527539804514,0.2463115434874052,10.942119803265639,8.265392930852224,2.1972245773362196,-1.6748990343174823
Kansas-Leavenworth,10.640795148881727,-0.22930823608578754,0.16883229109193554,-0.025600570682593173,-0.1549243082342631,0.14089563480247197,0.023498466999804964,2.322387720290225,2.451005098112319,16815111326.966278,5.167008658406356,0.8622934989190693,0.7129159957715903,11.062347921549595,7.628031126930335,2.4336133554004498,-0.17479078519433983
Kansas-Lincoln,7.356279876550748,-0.4424237602851643,0.8579060912887473,-0.5509245421199492,-0.1549243082342631,-0.35289968274872335,-0.11258977713575608,3.0204248861443626,2.468099531471619,13403862575.205576,4.4325833066344655,1.2344905283032688,0.46767368991005126,10.698198048505514,8.610865667278873,2.3978952727983707,-0.692685299772568
Kansas-Linn,8.446556111816797,-0.458017579129021,0.8273775052040789,-0.557928861739114,-0.07218838112350312,-0.35289968274872335,-0.11258977713575608,2.772588722239781,2.6026896854443837,18900325764.18798,4.4325833066344655,0.6031460500405398,0.42014412825939745,10.757136629750102,7.899524472032198,2.580216829592325,1.7717782523583099
Kansas-Logan,7.2485040723706105,-0.33846496799278536,0.6878182545313067,-0.6069590990732673,-0.1549243082342631,-0.3908839379449692,-0.11258977713575608,2.8791984572980396,2.580216829592325,9812471381.408875,5.115402122535601,1.0840749761967607,0.8701017335679802,10.755239763272712,8.122371243406553,2.128231705849268,-1.7641911920033837
Kansas-Lyon,9.696586376767783,0.48800743073162683,-0.14081479633827718,-0.44585974783247806,-0.21008159297476972,0.2928326555874551,-0.11258977713575608,2.379546134130174,3.068052935133617,12739735426.109652,5.443966966449337,1.187527539804514,0.7393175950494679,10.597159595331789,7.687997166393016,3.068052935133617,-1.1212876566648942
Kansas-McPherson,9.582662261491093,-0.369652605680499,0.7314305203665481,-0.5369159028816197,-0.16871362941938972,-0.20096266196374024,-0.11258977713575608,2.2617630984737906,3.0007198150650303,17287771690.23033,4.2567279071581705,1.187527539804514,0.6848266081210523,10.935390075731855,7.784057002639929,1.9740810260220096,-1.639182171243122
Kansas-Marion,8.713910628493924,-0.4216320018266885,0.7924876925358855,-0.5509245421199492,-0.16871362941938972,-0.3908839379449692,-0.11258977713575608,2.509599262378372,2.8622008809294686,11838293659.74573,4.4325833066344655,1.364198066748513,0.5112199906124424,10.734808458400192,7.664815785285735,2.4336133554004498,-0.8176943205328298
Kansas-Marshall,8.516793111394898,-0.45281963951440224,0.8666285444557957,-0.585946140215773,-0.21008159297476972,-0.35289968274872335,-0.11258977713575608,2.501435951739211,3.0492730404820207,14197602562.197147,3.951182474870439,1.283589060217764,0.851039322370432,10.722694532756806,7.922623574217286,2.4069451083182885,-1.4784562874084994
Kansas-Meade,7.722234744709607,0.1761310538544902,0.31275276834823157,-0.5649331813582787,-0.21008159297476972,-0.08700989637500284,-0.11258977713575608,3.0819099697950434,2.322387720290225,10270362792.916805,5.010959488192185,1.3127452270659299,0.6548608232528105,10.863795169827057,7.526717561352706,2.424802725718295,-1.4784562874084994
Kansas-Miami,9.68638819820623,-0.4216320018266885,0.7706815596182648,-0.5159029440241255,-0.16871362941938972,-0.3149154275524776,-0.11258977713575608,2.6390573296152584,2.6026896854443837,20359955966.46141,4.106011489627671,0.6394741277673885,0.5112199906124424,11.018071610713937,8.302513718514158,2.2192034840549946,0.9502904016480173
Kansas-Mitchell,8.073402968986406,-0.47361139797287793,0.9058795837075131,-0.5789418205966083,-0.1549243082342631,-0.20096266196374024,-0.11258977713575608,2.5952547069568657,2.7788192719904172,21622300132.41098,3.174754207057172,1.1773501549007173,0.622799085152153,10.783466934951127,8.453614209773367,2.341805806147327,-2.424953158879054
Kansas-Montgomery,9.732165281200542,-0.2604958737735012,0.2168057835107013,-0.24973879849586517,0.1346514366533968,-0.12499415157124862,0.159586711135366,2.2823823856765264,3.1654750481410856,17050089442.7472,4.374544944480774,1.2758824330177572,0.7876883935959887,10.623349689613647,7.409741954080923,2.9444389791664403,-1.1570045197392547
Kansas-Morris,7.956827122090111,-0.34886084722202326,0.7575978798676926,-0.5999547794541025,-0.22387091415989635,-0.3149154275524776,-0.11258977713575608,2.9601050959108397,2.747270914255491,12282188816.44729,4.31593211161125,1.283589060217764,0.5513116879186498,10.75979470708092,7.945201132412759,2.186051276738094,-0.26408294288024114
Kansas-Morton,7.4073177104694174,0.49320537034624584,-0.05359026466779465,-0.5439202225007845,-0.16871362941938972,-0.3908839379449692,-0.11258977713575608,3.2268439945173775,2.33214389523559,10826720581.419289,5.590451702852611,1.3127452270659299,0.3103780168858844,10.73700518594335,8.821437352166997,2.379546134130174,-1.2820135404995163
Kansas-Nemaha,8.538367426647644,-0.4892052168167348,0.8927959039569409,-0.5439202225007845,-0.16871362941938972,-0.3908839379449692,-0.11258977713575608,2.4765384001174837,2.8678989020441064,13598774735.394928,4.196914590058115,1.3395092362579204,0.5513116879186498,10.792468750666698,8.056426767522984,2.4336133554004498,-1.371305698185418
Kansas-Neosho,8.994048295611075,-0.31767320953430955,0.6660121216136862,-0.5369159028816197,-0.19629227178964304,-0.3908839379449692,0.023498466999804964,2.3978952727983707,2.970414465569701,16582813021.519367,4.824033167955535,0.979115999509283,0.83100828002934,10.673480026792985,7.980707820869669,2.9231615807191558,-1.192721382813615
Kansas-Ness,7.353081920515432,-0.094161806105695,0.6005937228608242,-0.5719375009774434,-0.22387091415989635,-0.46685244833746076,-0.11258977713575608,2.8735646395797834,2.6100697927420065,12103010809.430443,4.31593211161125,1.3127452270659299,0.622799085152153,10.712282156622035,8.030409562130485,2.4595888418037104,-2.2285104119700705
Kansas-Norton,8.065265208897733,-0.31247526991969066,0.6267610823619688,-0.43185110859414855,-0.18250295060451638,-0.3149154275524776,0.295674955270927,2.509599262378372,2.5416019934645457,15790525076.984243,5.037226821582346,0.7052943814338556,0.6548608232528105,10.775868193290794,9.30428598481871,2.1400661634962708,-1.4070225612597784
Kansas-Osage,8.989444293202451,-0.43722582067054533,0.8230162786205545,-0.5999547794541025,-0.11355634467888309,-0.3908839379449692,-0.11258977713575608,2.681021528714291,2.7343675094195836,16698628711.758715,5.063388895304106,0.9616916936713608,0.42014412825939745,10.818076837770526,7.767263996757308,2.533696813957432,1.075299422408279
Kansas-Osborne,7.535830462798367,-0.4892052168167348,0.9058795837075131,-0.5789418205966083,-0.19629227178964304,-0.04902564117875701,-0.11258977713575608,2.379546134130174,2.747270914255491,17168591023.652016,3.5606382399976915,1.225582609966785,0.7129159957715903,10.602020205372412,8.210124405164267,2.7343675094195836,-1.5320315820200405
Kansas-Ottawa,8.050065422915965,-0.4320278810559263,0.8360999583711267,-0.585946140215773,-0.21008159297476972,-0.46685244833746076,-0.11258977713575608,2.624668592163159,2.766319109226186,11492789154.963785,4.931513362209084,0.995851641462913,0.8882713986982212,10.868168368558376,8.264620829411216,2.066862759472976,0.1288025509377246
Kansas-Pawnee,8.285513309079741,-0.17732883993959808,0.41306097976928696,-0.2707517573533594,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.5257286443082556,2.5416019934645457,19685368542.473904,3.7594692559541856,1.2516506078629137,0.46767368991005126,10.674752512360026,9.00810178134187,2.0541237336955462,-1.6748990343174823
Kansas-Phillips,7.895808377083183,-0.4320278810559263,0.8404611849546512,-0.5789418205966083,-0.21008159297476972,-0.3908839379449692,-0.11258977713575608,2.4932054526026954,2.617395832834079,11492789154.963785,4.345311374159795,1.3582053189564223,0.5112199906124424,10.695801104590572,7.261927092702751,2.2192034840549946,-1.4605978558713193
Kansas-Pottawatomie,9.324472306021095,-0.3072773303050717,0.6354835355290172,-0.5229072636432902,-0.16871362941938972,-0.12499415157124862,-0.11258977713575608,2.5649493574615367,2.533696813957432,16815111326.966278,4.74221037222263,0.8622934989190693,0.851039322370432,11.005693376714367,8.116118431609365,2.186051276738094,-0.3533751005661425
Kansas-Pratt,8.491465042843506,-0.22930823608578754,0.6136774026113965,-0.557928861739114,-0.003241775197869835,-0.46685244833746076,0.023498466999804964,2.7536607123542622,2.4932054526026954,19159080623.93894,4.687062223055193,0.9047609257072509,0.6548608232528105,10.810737539758135,8.40737832540903,2.509599262378372,-1.7999080550777444
Kansas-Rawlins,7.164720378771857,-0.33326702837816646,0.7750427862017893,-0.5789418205966083,-0.18250295060451638,-0.42886819314121494,-0.11258977713575608,2.533696813957432,2.2617630984737906,7112754465.045566,4.63141976724662,1.3978982058027787,0.3103780168858844,10.635350511098748,8.471149252914831,2.302585092994046,-1.4427394243341392
Kansas-Reno,10.381645346037732,-0.11495356456417069,0.4261446595198592,-0.4038338301174895,-0.18250295060451638,-0.2769311723562318,-0.11258977713575608,2.3608540011180215,2.7343675094195836,17893968950.408558,4.345311374159795,0.790194514736272,0.83100828002934,10.720797375716495,7.3453648404168685,2.501435951739211,-0.9962786359046324
Kansas-Republic,7.764296006450518,-0.49960109604597264,0.9276857166251338,-0.5999547794541025,-0.22387091415989635,-0.238946917159986,-0.11258977713575608,2.6026896854443837,2.6461747973841225,16698628711.758715,2.6745667715195816,1.1974271677981108,0.9221966973788448,10.607797200302183,7.52294091807237,2.5494451709255714,-1.4070225612597784
Kansas-Rice,8.527737405291909,-0.00579683265717287,0.39125484685166634,-0.48788566554746654,-0.12734566586400975,-0.2769311723562318,0.023498466999804964,2.6390573296152584,2.8390784635086144,8877974955.088242,6.1481419370799175,1.381511398053649,0.5883840329178517,10.788493994370517,8.24143968982973,2.6878474937846906,-1.371305698185418
Kansas-Riley,10.596684731846114,-0.16693296071036018,0.09469143917202526,-0.16568696306588818,-0.18250295060451638,1.2424390354936,0.159586711135366,2.128231705849268,2.1162555148025524,8406045685.376343,3.8880235783936055,1.4846865291249143,0.905616121146672,10.701827734724208,7.444833273892193,3.1135153092103742,-1.3534472666482378
Kansas-Rooks,7.838737559599282,-0.4476216998997832,0.8622673178722718,-0.5929504598349378,-0.19629227178964304,-0.238946917159986,-0.11258977713575608,2.5726122302071057,2.772588722239781,14299491215.533749,5.218217638250837,1.056753740431538,0.3679817498566914,10.681848662310554,8.237214703349489,2.667228206581955,-1.3891641297225983
Kansas-Rush,7.373374309910049,-0.4164340622120695,0.8666285444557957,-0.6069590990732673,-0.18250295060451638,-0.46685244833746076,-0.11258977713575608,2.714694743820879,2.3978952727983707,11155651669.510292,5.192662285166806,1.1773501549007173,0.1744700809167619,10.567566310598727,8.384118837190895,2.2407096892759584,-0.3890919636405029
Kansas-Russell,8.165079258805068,-0.4476216998997832,0.7924876925358855,-0.5229072636432902,-0.21008159297476972,-0.46685244833746076,0.840027931813171,2.740840023925201,2.766319109226186,15243957349.203943,4.851073588086901,0.979115999509283,0.2463115434874052,10.623812061100866,8.446556111816797,2.5572273113676265,-1.4427394243341392
Kansas-Saline,10.223612613477277,-0.02658859111564867,0.2386119164283219,-0.3898251908791601,-0.16871362941938972,0.48275393156868407,0.023498466999804964,2.272125885509337,3.0007198150650303,18644462631.022144,4.013628660371672,0.8394763500390321,1.020861355136598,10.774801838762809,7.51479976048867,2.7788192719904172,-1.585606876631581
Kansas-Scott,7.782807262839695,0.28528778576148806,0.26477927592946643,-0.6069590990732673,-0.1549243082342631,-0.04902564117875701,-0.11258977713575608,3.0204248861443626,2.4069451083182885,25144684268.73686,2.755196385091081,1.0706494478261503,0.8882713986982212,10.856110213657674,9.266058860732526,1.8870696490323797,-1.371305698185418
Kansas-Sedgwick,12.432925309573177,0.13974547655215752,-0.27601282042752545,0.023429666651560006,-0.1411349870491364,1.1284862699048626,-0.11258977713575608,2.322387720290225,2.6461747973841225,21911414253.72377,4.013628660371672,0.67343992738632,0.7129159957715903,10.832832703483993,6.391917113392602,2.714694743820879,-0.8712696151443706
Kansas-Seward,9.379154445411636,2.4580265446722067,-1.8198870309950657,-0.3618079124025011,-0.1411349870491364,0.6346909523536672,-0.11258977713575608,2.856470206220483,3.4531571205928664,6190335668.099603,7.540839035561384,0.9047609257072509,0.9380678219464796,10.760749887948041,8.168202930236053,2.9496883350525844,-1.4070225612597784
Kansas-Shawnee,11.371166028932267,0.02539080503054078,-0.027422905166650142,-0.08863944725507593,-0.1411349870491364,-0.04902564117875701,-0.11258977713575608,2.0918640616783932,2.451005098112319,18772034332.34578,4.603409089199939,0.790194514736272,0.6848266081210523,10.82730985082563,7.04141166379481,2.7212954278522306,-0.9962786359046324
Kansas-Sheridan,7.186144304522325,-0.3800484849097369,0.8273775052040789,-0.5999547794541025,-0.04460973875324981,-0.46685244833746076,-0.11258977713575608,2.6741486494265287,2.8622008809294686,15679937079.54911,3.7594692559541856,1.2758824330177572,0.7129159957715903,10.814765742586738,8.479491324232226,1.8870696490323797,-1.9784923704495472
Kansas-Sherman,7.983781068977451,0.056578442718254435,0.40869975318576246,-0.5088986244049607,-0.21008159297476972,-0.46685244833746076,-0.11258977713575608,2.6026896854443837,2.5416019934645457,13796020772.222324,4.984585650706521,0.17565699283503194,1.032920953689458,10.572060238529494,8.382975849296429,2.9444389791664403,-1.5320315820200405
Kansas-Smith,7.51479976048867,-0.47361139797287793,0.8840734507898924,-0.5789418205966083,-0.23766023534502304,-0.3908839379449692,-0.11258977713575608,2.70805020110221,2.4336133554004498,11407726688.799988,4.106011489627671,1.3758475813172086,0.622799085152153,10.688484386725952,7.661997558901893,2.6946271807700692,-1.51417315048286
Kansas-Stafford,7.6783263565068856,0.09816195963520603,0.38689362026814184,-0.5369159028816197,-0.21008159297476972,-0.3149154275524776,-0.11258977713575608,2.6946271807700692,2.272125885509337,7170363051.021787,5.614570463146115,1.283589060217764,1.0558057437760875,10.76589215785248,8.215276958936633,2.7788192719904172,-0.9784202043674519
Kansas-Stanton,6.900730664045173,1.2728963125390875,-0.6554395331941243,-0.5369159028816197,-0.16871362941938972,-0.3908839379449692,-0.11258977713575608,3.086486636822455,2.2192034840549946,14401982737.201426,3.9824931926087057,1.0840749761967607,0.7641944631236741,10.686932371076853,9.080231686629162,1.667706820558076,-2.1392182542841693
Kansas-Stevens,7.979338895262328,1.215718976778279,-0.5420476420224969,-0.5649331813582787,-0.16871362941938972,-0.35289968274872335,0.023498466999804964,3.0349529867072724,2.8213788864092133,11578374548.657358,5.294304853556689,1.0274338075002096,0.42014412825939745,10.922930363265726,8.74766979009724,2.9014215940827497,-1.299871972036697
Kansas-Sumner,9.366831168735615,-0.30207939069045275,0.6485672152795894,-0.5439202225007845,-0.058399059938376456,-0.3908839379449692,0.023498466999804964,2.468099531471619,3.0106208860477417,17050089442.7472,4.075385090122899,1.1335763751441452,0.5883840329178517,10.822594315669765,7.955074273262696,2.517696472610991,0.0037935301774628676
Kansas-Thomas,8.268731832117737,-0.29168351146121485,0.7009019342818791,-0.4808813459283018,-0.19629227178964304,-0.42886819314121494,0.023498466999804964,2.5952547069568657,2.3513752571634776,14608785633.87397,4.4325833066344655,1.1668814266889176,0.622799085152153,10.789401547751567,8.331827004436057,2.272125885509337,-2.353519432730333
Kansas-Trego,7.268920128193722,-0.458017579129021,0.8622673178722718,-0.585946140215773,-0.08597770230862976,-0.3149154275524776,-0.11258977713575608,2.533696813957432,2.5877640352277083,11407726688.799988,5.115402122535601,1.1668814266889176,0.5883840329178517,10.896739325546411,8.112227958349724,1.410986973710262,-1.4605978558713193
Kansas-Wabaunsee,8.177234885510194,-0.4060381829828316,0.7968489191194099,-0.5929504598349378,-0.19629227178964304,-0.3908839379449692,-0.11258977713575608,2.509599262378372,2.6602595372658615,10665282862.958393,5.443966966449337,0.9435288461841634,0.83100828002934,10.909399585915317,8.211482916445066,1.7749523509116738,0.6824139285903131
Kansas-Wallace,6.670766320845874,-0.4164340622120695,0.9364081697921821,-0.6069590990732673,-0.23766023534502304,-0.42886819314121494,-0.11258977713575608,2.4932054526026954,2.1041341542702074,14505079936.892797,3.726845619476135,1.4184456713018196,0.2463115434874052,10.763821501264086,9.35444071594994,2.1041341542702074,-1.4963147189456798
Kansas-Washington,7.9672801789422,-0.4008402433682127,0.8317387317876028,-0.5509245421199492,-0.18250295060451638,-0.3908839379449692,-0.11258977713575608,2.856470206220483,2.89591193827178,13020952701.589808,4.603409089199939,1.1773501549007173,0.7641944631236741,10.717944874528614,8.22040309993373,2.4595888418037104,-0.9248449097559109
Kansas-Wichita,7.047517221357296,0.9506240564327131,-0.30218017992866997,-0.6069590990732673,-0.22387091415989635,-0.35289968274872335,-0.11258977713575608,2.995732273553991,2.928523523860541,6241707400.968641,6.433677190443503,1.364198066748513,0.5513116879186498,10.953802055796485,8.835064935031076,2.2925347571405443,-1.710615897391843
Kansas-Wilson,8.406708458240965,-0.4268299414413075,0.761959106451217,-0.5929504598349378,-0.16871362941938972,-0.238946917159986,-0.11258977713575608,2.5257286443082556,3.0007198150650303,13307274870.09389,4.345311374159795,1.4031689882629916,0.6848266081210523,10.604255620227434,8.034306936339489,2.9231615807191558,-1.2462966774251558
Kansas-Woodson,7.381501894506707,-0.43722582067054533,0.8099325988699821,-0.5719375009774434,-0.19629227178964304,-0.3908839379449692,-0.11258977713575608,2.766319109226186,3.109060958860994,12555057682.302734,4.490063313290588,1.267995442989618,0.7641944631236741,10.485339977950055,8.57300625623545,3.126760535960395,0.0037935301774628676
Kansas-Wyandotte,11.282820237322467,0.8414673245257152,-1.4317378650614185,1.0670732899071071,-0.16871362941938972,0.8246122283348962,0.023498466999804964,2.533696813957432,2.970414465569701,15352002275.171652,5.493138521547568,0.790194514736272,0.5513116879186498,10.599455750282775,6.720220155135295,3.173878458937465,-0.3355166690289626
Kentucky-Adair,9.138629524422182,-0.47880933758749683,0.7968489191194099,-0.41784246935581904,-0.22387091415989635,-0.35289968274872335,-0.11258977713575608,2.272125885509337,3.152736022363656,20359955966.46141,4.166773725908501,0.995851641462913,0.5112199906124424,10.415172806714,8.026823576217629,3.0726933146901194,-0.103357059045619
Kentucky-Allen,9.211739392889891,-0.47880933758749683,0.879712224206368,-0.5088986244049607,-0.23766023534502304,-0.2769311723562318,-0.11258977713575608,2.631888840136646,3.2308043957334744,12739735426.109652,5.063388895304106,1.0274338075002096,0.9532788535456382,10.62924712082355,8.144679183447758,2.8449093838194073,0.3252452978467078
Kentucky-Anderson,9.268514936027255,-0.49440315643135374,0.8273775052040789,-0.44585974783247806,-0.23766023534502304,-0.238946917159986,-0.11258977713575608,2.3513752571634776,2.9444389791664403,18391465677.647114,5.828037335711904,0.17565699283503194,0.3679817498566914,10.896257728115502,8.116715624819111,2.33214389523559,0.46811275014414944
Kentucky-Ballard,8.318254328798846,-0.5099969752752106,0.7837652393688377,-0.3688122320216658,-0.16871362941938972,-0.238946917159986,-0.11258977713575608,2.4849066497880004,3.0633909220278057,22648189371.529602,3.3538592880500917,0.5221666900997034,0.9380678219464796,10.651217610866365,7.813187267521416,2.791165107812717,0.07522725632618368
Kentucky-Barren,9.947265174882016,-0.4216320018266885,0.6747345747807345,-0.3197819946875126,-0.19629227178964304,-0.2769311723562318,-0.11258977713575608,2.128231705849268,3.3463891451671604,17050089442.7472,4.603409089199939,0.7634988231018599,0.5883840329178517,10.555031183240999,7.499423290592229,3.0155349008501706,-0.46052568978922437
Kentucky-Bath,8.690642169706594,-0.49960109604597264,0.8840734507898924,-0.4948899851666313,-0.22387091415989635,-0.46685244833746076,-0.11258977713575608,2.424802725718295,3.169685580677429,19029340125.078194,4.490063313290588,0.790194514736272,0.3103780168858844,10.418793126323825,7.791935956938058,3.2733640101522705,0.16451941401208503
Kentucky-Bell,9.516427036104067,-0.5463825525775432,0.8360999583711267,-0.3828208712599953,-0.23766023534502304,-0.35289968274872335,-0.11258977713575608,2.6390573296152584,2.8903717578961645,10826720581.419289,6.058083764500573,1.1217858086574126,0.7641944631236741,10.018734040540515,7.529943370601589,3.6375861597263857,-0.2819413744174217
Kentucky-Boone,11.027280139734536,-0.369652605680499,0.5831488165267275,-0.4038338301174895,-0.21008159297476972,0.44476967637243825,-0.11258977713575608,1.916922612182061,2.624668592163159,21622300132.41098,3.856169338904642,0.6031460500405398,0.622799085152153,11.108409905897652,7.583247524303362,2.1041341542702074,0.14666098247490514
Kentucky-Bourbon,9.19806534110057,-0.21371441724193066,0.42178343293633475,-0.10965240611257021,-0.23766023534502304,-0.3908839379449692,-0.11258977713575608,2.5649493574615367,2.791165107812717,13211262458.39467,4.796876804770054,0.8622934989190693,0.5883840329178517,10.71902934130968,7.959625305098115,2.8094026953624978,-0.15693235365715993
Kentucky-Boyd,10.095800693457734,-0.49440315643135374,0.7881264659523616,-0.41784246935581904,-0.19629227178964304,-0.3149154275524776,-0.11258977713575608,2.341805806147327,2.5952547069568657,17771346672.389027,4.796876804770054,1.1217858086574126,0.6548608232528105,10.652991436763397,7.906547232368036,3.0155349008501706,-0.3890919636405029
Kentucky-Boyle,9.589256144850811,-0.4112361225974506,0.47847937852214883,-0.12366104535089965,-0.23766023534502304,-0.1629784067674944,-0.11258977713575608,2.1162555148025524,2.8213788864092133,13697104648.777271,4.877999496816435,1.207061745907019,0.6848266081210523,10.589207217267276,7.666690200080086,2.7788192719904172,-0.5676762790123056
Kentucky-Bracken,8.343553835005117,-0.49960109604597264,1.001826568545044,-0.6069590990732673,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.7013612129514133,2.995732273553991,16353170365.5518,5.037226821582346,0.8154794234404484,0.42014412825939745,10.500316545422477,8.33375100695358,2.917770732084279,2.593266103068601
Kentucky-Breathitt,8.82893352896109,-0.5463825525775432,0.9538530761262782,-0.5719375009774434,-0.21008159297476972,-0.3149154275524776,0.159586711135366,2.517696472610991,2.5572273113676265,10908192702.208698,5.804629774897174,1.1450107067300994,1.1423473463900613,10.158788468649394,7.2196420401307355,3.493472657771326,0.700272360127493
Kentucky-Breckinridge,9.204825191288073,-0.5099969752752106,0.844822411538175,-0.44585974783247806,-0.23766023534502304,-0.42886819314121494,-0.11258977713575608,2.7212954278522306,3.173878458937465,11578374548.657358,6.103247936753614,0.790194514736272,0.83100828002934,10.680033341890626,8.086410275323782,2.856470206220483,1.0395825593339185
Kentucky-Bullitt,10.54663008173554,-0.4892052168167348,0.8666285444557957,-0.5719375009774434,-0.21008159297476972,-0.2769311723562318,0.023498466999804964,2.424802725718295,3.068052935133617,23405297243.188725,4.2567279071581705,0.5221666900997034,0.46767368991005126,10.932660441466956,7.622174594817622,2.341805806147327,0.753847654739034
Kentucky-Butler,8.771835409789817,-0.3904443641389748,0.879712224206368,-0.557928861739114,-0.21008159297476972,-0.46685244833746076,-0.11258977713575608,2.631888840136646,3.1484533605716547,21911414253.72377,3.824127721433905,0.7052943814338556,0.967874466662271,10.420374767680714,8.392536586816682,3.3775875160230218,0.6645554970531327
Kentucky-Caldwell,8.730851903519232,-0.49960109604597264,0.6965407076983552,-0.2007085611617119,-0.23766023534502304,-0.46685244833746076,0.295674955270927,2.379546134130174,3.044522437723423,17771346672.389027,3.526751734801504,0.9047609257072509,1.333963148092203,10.658129564405668,8.703506769479729,3.0007198150650303,-0.22836607980588075
Kentucky-Calloway,9.818963987465475,-0.4424237602851643,0.6180386291949204,-0.3337906339258421,-0.19629227178964304,0.3688011659799468,-0.11258977713575608,2.2082744135228043,2.7212954278522306,17407634507.84403,3.6609918051194663,1.3395092362579204,0.7876883935959887,10.519591688597762,7.79770203551669,3.139832617527748,-1.0319954989789928
Kentucky-Campbell,10.71125722393277,-0.47880933758749683,0.7445142001171203,-0.3828208712599953,-0.22387091415989635,-0.1629784067674944,-0.11258977713575608,2.0412203288596382,2.4423470353692043,18141309522.868263,3.824127721433905,1.109619614873233,0.622799085152153,10.908173703172075,7.451241684987676,2.681021528714291,-0.21050764826870022
Kentucky-Carlisle,7.784057002639929,-0.458017579129021,0.8404611849546512,-0.4948899851666313,-0.1411349870491364,-0.42886819314121494,-0.11258977713575608,2.5877640352277083,3.005682604407159,18266034080.30775,4.166773725908501,0.09346727438989372,0.967874466662271,10.566922669110548,7.928406026180535,2.9856819377004897,0.39667902399542865
Kentucky-Carroll,8.628734566149145,-0.21891235685654964,0.587510043110252,-0.4388554282133133,-0.21008159297476972,-0.42886819314121494,-0.11258977713575608,2.6741486494265287,3.299533727885655,17528182551.97128,5.419249323637295,0.8622934989190693,0.3103780168858844,10.63197774536807,7.776535028185241,3.32862668882732,-0.8176943205328298
Kentucky-Carter,9.510593101601815,-0.5099969752752106,0.9276857166251338,-0.5509245421199492,-0.21008159297476972,-0.42886819314121494,-0.11258977713575608,2.747270914255491,2.9069010598473755,12926649972.95958,5.614570463146115,1.2599207557846244,0.42014412825939745,10.510423036277007,7.703459047867175,2.8678989020441064,1.4503264846890642
Kentucky-Casey,8.969160133175821,-0.4320278810559263,0.8622673178722718,-0.5509245421199492,-0.22387091415989635,-0.3908839379449692,-0.11258977713575608,2.4069451083182885,3.1822118404966093,17528182551.97128,4.63141976724662,0.3734769619172768,0.83100828002934,10.384091054112533,7.714677473800927,3.2386784521643803,1.0574409908710984
Kentucky-Christian,10.568518140370246,-0.2033185380126928,-0.3457924457639112,0.744874587425529,-0.18250295060451638,0.0649271244099803,0.295674955270927,2.272125885509337,3.0301337002713233,11751124255.594736,4.659303591635055,1.4726186089221767,0.7641944631236741,10.584587455185398,7.412160334945205,2.990719731730447,-1.1212876566648942
Kentucky-Clark,9.76789689822978,-0.4268299414413075,0.6529284418631139,-0.23573015925753565,-0.23766023534502304,-0.238946917159986,-0.11258977713575608,2.341805806147327,2.791165107812717,18141309522.868263,4.490063313290588,0.9047609257072509,0.5883840329178517,10.778101758215147,7.968319500012717,2.7343675094195836,0.0037935301774628676
Kentucky-Clay,9.342683558963897,-0.47880933758749683,0.7532366532841687,-0.3407949535450069,-0.19629227178964304,-0.42886819314121494,-0.11258977713575608,2.70805020110221,2.8735646395797834,13697104648.777271,6.035398870623269,0.9435288461841634,0.5112199906124424,9.97808469074291,7.545389749611823,3.681351187693145,0.9324319701108367
Kentucky-Clinton,8.527539483470381,-0.4320278810559263,0.910240810291037,-0.5649331813582787,-0.23766023534502304,-0.3908839379449692,-0.11258977713575608,2.2823823856765264,3.32862668882732,20773787699.228977,4.824033167955535,0.31424001393388884,0.622799085152153,10.24085224794036,7.874358824729881,3.190476350346503,-0.7462605943841083
Kentucky-Crittenden,8.439231649946526,-0.5359866733483053,0.9276857166251338,-0.5229072636432902,-0.21008159297476972,-0.46685244833746076,-0.11258977713575608,2.70805020110221,3.126760535960395,15460678599.682755,5.0894469298741765,0.7634988231018599,0.6548608232528105,10.472091398021472,8.227375506834035,3.086486636822455,0.700272360127493
Kentucky-Cumberland,8.105609402299896,-0.5619763714214,0.8404611849546512,-0.3968295104983248,-0.23766023534502304,-0.35289968274872335,-0.11258977713575608,2.451005098112319,3.0301337002713233,18644462631.022144,4.106011489627671,0.31424001393388884,0.5112199906124424,10.374084755582075,8.114324709155339,3.2228678461377385,-0.44266725825204384
